2025-08-18 20:12:02 - root - INFO - Logging initialized
2025-08-18 20:12:02 - root - INFO - Configuration: ScraperConfig(start_year=2008, end_year=2025, content_type='both', output_dir='scraped_content', delay=1.0, user_agent='Church-Content-Scraper/1.0')
2025-08-18 20:12:02 - FileManager - DEBUG - FileManager initialized with base directory: /Users/jaredteerlink/repos/church-gpt/scraped_content
2025-08-18 20:12:02 - ConferenceScraper - INFO - Starting General Conference scraping...
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/04/sisterhood-oh-how-we-need-each-other?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/04/wanted-hands-and-hearts-to-hasten-the-work?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/04/daughters-in-the-covenant?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/04/saturday-morning-session
2025-08-18 20:12:15 - ConferenceScraper - INFO - Found 47 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2014/04?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found 47 talks for 2014-04
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Counting talks for conference: 2014-10
2025-08-18 20:12:15 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2014/10?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10?lang=eng (attempt 1/10)
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10?lang=eng (318088 bytes)
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/saturday-morning-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/welcome-to-conference?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-reason-for-our-hope?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/which-way-do-you-face?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-sacrament-a-renewal-for-the-soul?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/rescue-in-unity?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/free-forever-to-act-for-themselves?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/receiving-a-testimony-of-light-and-truth?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/saturday-afternoon-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/loving-others-and-living-with-differences?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/joseph-smith?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/parents-the-prime-gospel-teachers-of-their-children?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/approaching-the-throne-of-god-with-confidence?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/yes-lord-i-will-follow-thee?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/are-we-not-all-beggars?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/finding-lasting-peace-and-building-eternal-families?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/priesthood-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/choose-wisely?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/i-know-these-things-of-myself?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-law-of-the-fast-a-personal-responsibility-to-care-for-the-poor-and-needy?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/lord-is-it-i?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-preparatory-priesthood?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/guided-safely-home?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/sunday-morning-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/continuing-revelation?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/sustaining-the-prophets?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/live-according-to-the-words-of-the-prophets?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/eternal-life-to-know-our-heavenly-father-and-his-son-jesus-christ?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-sacrament-and-the-atonement?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/ponder-the-path-of-thy-feet?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/sunday-afternoon-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/stay-in-the-boat-and-hold-on?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/make-the-exercise-of-faith-your-first-priority?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-lord-has-a-plan-for-us?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/the-book?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/our-personal-ministries?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/trifle-not-with-sacred-things?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/come-and-see?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/until-we-meet-again?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/womens-session?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/prepared-in-a-manner-that-never-had-been-known?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/covenant-daughters-of-god?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/sharing-your-light?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/living-the-gospel-joyful?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2014/10/saturday-morning-session
2025-08-18 20:12:15 - ConferenceScraper - INFO - Found 46 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2014/10?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Found 46 talks for 2014-10
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Counting talks for conference: 2015-04
2025-08-18 20:12:15 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2015/04?lang=eng
2025-08-18 20:12:15 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04?lang=eng (attempt 1/10)
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04?lang=eng (315251 bytes)
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/womens-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/filling-our-homes-with-light-and-truth?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-family-is-of-god?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/defenders-of-the-family-proclamation?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-comforter?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/saturday-morning-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/is-not-this-the-fast-that-i-have-chosen?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-plan-of-happiness?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/well-ascend-together?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-parable-of-the-sower?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/choose-to-believe?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/why-marriage-and-family-matter-everywhere-in-the-world?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/saturday-afternoon-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/church-auditing-department-report-2014?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/statistical-report-2014?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/therefore-they-hushed-their-fears?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/why-marriage-why-family?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-music-of-the-gospel?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/latter-day-saints-keep-on-trying?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/truly-good-and-without-guile?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-lord-is-my-light?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/priesthood-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-greatest-generation-of-young-adults?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/yes-we-can-and-will-win?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/fatherhood-our-eternal-destiny?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/on-being-genuine?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/priesthood-and-personal-prayer?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-priesthood-a-sacred-gift?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/sunday-morning-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/blessings-of-the-temple?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/returning-to-faith?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/seeking-the-lord?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/is-it-still-wonderful-to-you?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/waiting-for-the-prodigal?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/where-justice-love-and-mercy-meet?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-gift-of-grace?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/sunday-afternoon-session?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/preserving-agency-protecting-religious-freedom?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/stay-by-the-tree?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-eternal-perspective-of-the-gospel?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/thy-kingdom-come?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/if-you-will-be-responsible?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/be-fruitful-multiply-and-subdue-the-earth?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-sabbath-is-a-delight?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/04/womens-session
2025-08-18 20:12:16 - ConferenceScraper - INFO - Found 46 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2015/04?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Found 46 talks for 2015-04
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Counting talks for conference: 2015-10
2025-08-18 20:12:16 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2015/10?lang=eng
2025-08-18 20:12:16 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10?lang=eng (attempt 1/10)
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10?lang=eng (327548 bytes)
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/womens-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/discovering-the-divinity-within?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/worthy-of-our-promised-blessings?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/here-to-serve-a-righteous-cause?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/a-summer-with-great-aunt-rose?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/saturday-morning-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/it-works-wonderfully?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/god-is-at-the-helm?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-joy-of-living-a-christ-centered-life?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/yielding-our-hearts-to-god?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/what-lack-i-yet?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-pleasing-word-of-god?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/shipshape-and-bristol-fashion-be-temple-worthy-in-good-times-and-bad-times?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/saturday-afternoon-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/meeting-the-challenges-of-todays-world?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/behold-thy-mother?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/its-never-too-early-and-its-never-too-late?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/tested-and-tempted-but-helped?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/choose-the-light?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/turn-to-him-and-answers-will-come?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/strengthened-by-the-atonement-of-jesus-christ?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/priesthood-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/faith-is-not-by-chance-but-by-choice?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/your-next-step?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/be-not-afraid-only-believe?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/you-are-not-alone-in-the-work?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/keep-the-commandments?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/sunday-morning-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/be-an-example-and-a-light?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/i-stand-all-amazed?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/plain-and-precious-truths?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/through-gods-eyes?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/a-plea-to-my-sisters?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/let-the-clarion-trumpet-sound?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/that-they-do-always-remember-him?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-holy-ghost-as-your-companion?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/sunday-afternoon-session?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/why-the-church?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/my-heart-pondereth-them-continually?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/blessed-and-happy-are-those-who-keep-the-commandments-of-god?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/if-ye-love-me-keep-my-commandments?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/remembering-in-whom-we-have-trusted?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/eyes-to-see-and-ears-to-hear?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/hold-on-thy-way?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/chosen-to-bear-testimony-of-my-name?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2015/10/womens-session
2025-08-18 20:12:17 - ConferenceScraper - INFO - Found 47 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2015/10?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Found 47 talks for 2015-10
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Counting talks for conference: 2016-04
2025-08-18 20:12:17 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2016/04?lang=eng
2025-08-18 20:12:17 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04?lang=eng (attempt 1/10)
2025-08-18 20:12:18 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04?lang=eng (310225 bytes)
2025-08-18 20:12:18 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04/womens-session?lang=eng
2025-08-18 20:12:18 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04/he-asks-us-to-be-his-hands?lang=eng
2025-08-18 20:12:18 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04/what-shall-we-do?lang=eng
2025-08-18 20:12:18 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2016/04/i-was-a-stranger?lang=eng
